datapath,in_port,eth_src,eth_dst,ip_src,ip_dst,protocol,tcp_src,tcp_dst,packet_count,byte_count,duration_sec,duration_nsec,class_label
5,0,,,,,0,0,0,1130,128942,15339,82000000,1
7,0,,,,,0,0,0,1129,128924,15339,54000000,1
9,0,,,,,0,0,0,1018,111596,15339,24000000,1
2,0,,,,,0,0,0,1885,212010,15339,121000000,1
1,0,,,,,0,0,0,2025,217782,15349,134000000,1
2,0,,,,,0,0,0,1885,212010,15349,126000000,1
9,0,,,,,0,0,0,1018,111596,15349,30000000,1
10,0,,,,,0,0,0,1106,124152,15349,14000000,1
3,0,,,,,0,0,0,1051,117072,15349,116000000,1
7,0,,,,,0,0,0,1129,128924,15349,60000000,1
5,0,,,,,0,0,0,1130,128942,15349,88000000,1
1,0,,,,,0,0,0,2025,217782,15359,141000000,1
3,0,,,,,0,0,0,1051,117072,15359,120000000,1
5,0,,,,,0,0,0,1130,128942,15359,95000000,1
9,0,,,,,0,0,0,1018,111596,15359,37000000,1
2,0,,,,,0,0,0,1885,212010,15359,133000000,1
7,0,,,,,0,0,0,1129,128924,15359,67000000,1
10,0,,,,,0,0,0,1106,124152,15359,21000000,1
10,0,,,,,0,0,0,1106,124152,15369,23000000,1
9,0,,,,,0,0,0,1018,111596,15369,41000000,1
1,0,,,,,0,0,0,2025,217782,15369,146000000,1
7,0,,,,,0,0,0,1129,128924,15369,72000000,1
2,0,,,,,0,0,0,1885,212010,15369,138000000,1
5,0,,,,,0,0,0,1130,128942,15369,100000000,1
3,0,,,,,0,0,0,1051,117072,15369,128000000,1
1,0,,,,,0,0,0,2035,218482,15379,147000000,1
3,0,,,,,0,0,0,1057,117492,15379,128000000,1
10,0,,,,,0,0,0,1113,124642,15379,26000000,1
2,0,,,,,0,0,0,1894,212640,15379,140000000,1
9,0,,,,,0,0,0,1023,111946,15379,44000000,1
7,0,,,,,0,0,0,1137,129484,15379,75000000,1
5,0,,,,,0,0,0,1135,129292,15379,103000000,1
2,0,,,,,0,0,0,1894,212640,15389,145000000,1
9,0,,,,,0,0,0,1023,111946,15389,49000000,1
7,0,,,,,0,0,0,1137,129484,15389,79000000,1
3,0,,,,,0,0,0,1057,117492,15389,132000000,1
5,0,,,,,0,0,0,1135,129292,15389,108000000,1
1,0,,,,,0,0,0,2035,218482,15389,156000000,1
10,0,,,,,0,0,0,1113,124642,15389,34000000,1
3,0,,,,,0,0,0,1057,117492,15399,135000000,1
10,0,,,,,0,0,0,1113,124642,15399,37000000,1
1,0,,,,,0,0,0,2035,218482,15399,158000000,1
2,0,,,,,0,0,0,1894,212640,15399,150000000,1
7,0,,,,,0,0,0,1137,129484,15399,84000000,1
9,0,,,,,0,0,0,1023,111946,15399,54000000,1
5,0,,,,,0,0,0,1135,129292,15399,112000000,1
3,0,,,,,0,0,0,1057,117492,15409,139000000,1
2,0,,,,,0,0,0,1894,212640,15409,152000000,1
7,0,,,,,0,0,0,1137,129484,15409,86000000,1
9,0,,,,,0,0,0,1023,111946,15409,55000000,1
5,0,,,,,0,0,0,1135,129292,15409,115000000,1
1,0,,,,,0,0,0,2035,218482,15409,163000000,1
10,0,,,,,0,0,0,1113,124642,15409,41000000,1
1,0,,,,,0,0,0,2035,218482,15419,166000000,1
3,0,,,,,0,0,0,1057,117492,15419,144000000,1
2,0,,,,,0,0,0,1894,212640,15419,159000000,1
7,0,,,,,0,0,0,1137,129484,15419,92000000,1
10,0,,,,,0,0,0,1113,124642,15419,45000000,1
9,0,,,,,0,0,0,1023,111946,15419,62000000,1
5,0,,,,,0,0,0,1135,129292,15419,120000000,1
1,0,,,,,0,0,0,2035,218482,15429,168000000,1
3,0,,,,,0,0,0,1057,117492,15429,148000000,1
2,0,,,,,0,0,0,1894,212640,15429,160000000,1
7,0,,,,,0,0,0,1137,129484,15429,95000000,1
9,0,,,,,0,0,0,1023,111946,15429,64000000,1
10,0,,,,,0,0,0,1113,124642,15429,51000000,1
5,0,,,,,0,0,0,1135,129292,15429,124000000,1
1,0,,,,,0,0,0,2035,218482,15439,174000000,1
10,0,,,,,0,0,0,1113,124642,15439,52000000,1
9,0,,,,,0,0,0,1023,111946,15439,71000000,1
2,0,,,,,0,0,0,1894,212640,15439,167000000,1
3,0,,,,,0,0,0,1057,117492,15439,154000000,1
7,0,,,,,0,0,0,1137,129484,15439,101000000,1
5,0,,,,,0,0,0,1135,129292,15439,129000000,1
1,0,,,,,0,0,0,2035,218482,15449,179000000,1
3,0,,,,,0,0,0,1057,117492,15449,159000000,1
10,0,,,,,0,0,0,1113,124642,15449,57000000,1
7,0,,,,,0,0,0,1137,129484,15449,107000000,1
9,0,,,,,0,0,0,1023,111946,15449,76000000,1
5,0,,,,,0,0,0,1135,129292,15449,135000000,1
2,0,,,,,0,0,0,1894,212640,15449,172000000,1
10,0,,,,,0,0,0,1113,124642,15459,63000000,1
2,0,,,,,0,0,0,1894,212640,15459,177000000,1
9,0,,,,,0,0,0,1023,111946,15459,80000000,1
7,0,,,,,0,0,0,1137,129484,15459,111000000,1
5,0,,,,,0,0,0,1135,129292,15459,140000000,1
1,0,,,,,0,0,0,2035,218482,15459,189000000,1
3,0,,,,,0,0,0,1057,117492,15459,169000000,1
1,0,,,,,0,0,0,2035,218482,15469,190000000,1
3,0,,,,,0,0,0,1057,117492,15469,170000000,1
2,0,,,,,0,0,0,1894,212640,15469,183000000,1
10,0,,,,,0,0,0,1113,124642,15469,69000000,1
9,0,,,,,0,0,0,1023,111946,15469,87000000,1
5,0,,,,,0,0,0,1135,129292,15469,145000000,1
7,0,,,,,0,0,0,1137,129484,15469,117000000,1
10,0,,,,,0,0,0,1113,124642,15479,74000000,1
1,0,,,,,0,0,0,2035,218482,15479,196000000,1
3,0,,,,,0,0,0,1057,117492,15479,176000000,1
2,0,,,,,0,0,0,1894,212640,15479,189000000,1
9,0,,,,,0,0,0,1023,111946,15479,93000000,1
7,0,,,,,0,0,0,1137,129484,15479,123000000,1
5,0,,,,,0,0,0,1135,129292,15479,151000000,1
1,0,,,,,0,0,0,2035,218482,15489,202000000,1
10,0,,,,,0,0,0,1113,124642,15489,80000000,1
2,0,,,,,0,0,0,1894,212640,15489,195000000,1
9,0,,,,,0,0,0,1023,111946,15489,99000000,1
3,0,,,,,0,0,0,1057,117492,15489,182000000,1
7,0,,,,,0,0,0,1137,129484,15489,129000000,1
5,0,,,,,0,0,0,1135,129292,15489,157000000,1
1,0,,,,,0,0,0,2035,218482,15499,207000000,1
3,0,,,,,0,0,0,1057,117492,15499,188000000,1
10,0,,,,,0,0,0,1113,124642,15499,86000000,1
2,0,,,,,0,0,0,1894,212640,15499,200000000,1
9,0,,,,,0,0,0,1023,111946,15499,104000000,1
5,0,,,,,0,0,0,1135,129292,15499,162000000,1
7,0,,,,,0,0,0,1137,129484,15499,134000000,1
1,0,,,,,0,0,0,2040,218832,15509,211000000,1
3,0,,,,,0,0,0,1059,117632,15509,191000000,1
7,0,,,,,0,0,0,1142,129834,15509,139000000,1
2,0,,,,,0,0,0,1899,212990,15509,204000000,1
9,0,,,,,0,0,0,1025,112086,15509,108000000,1
10,0,,,,,0,0,0,1117,124922,15509,93000000,1
5,0,,,,,0,0,0,1138,129502,15509,167000000,1
1,0,,,,,0,0,0,2040,218832,15519,215000000,1
2,0,,,,,0,0,0,1899,212990,15519,207000000,1
7,0,,,,,0,0,0,1142,129834,15519,140000000,1
10,0,,,,,0,0,0,1117,124922,15519,96000000,1
5,0,,,,,0,0,0,1138,129502,15519,169000000,1
3,0,,,,,0,0,0,1059,117632,15519,197000000,1
9,0,,,,,0,0,0,1025,112086,15519,112000000,1
3,0,,,,,0,0,0,1059,117632,15529,200000000,1
1,0,,,,,0,0,0,2040,218832,15529,220000000,1
2,0,,,,,0,0,0,1899,212990,15529,213000000,1
7,0,,,,,0,0,0,1142,129834,15529,147000000,1
9,0,,,,,0,0,0,1025,112086,15529,116000000,1
5,0,,,,,0,0,0,1138,129502,15529,176000000,1
10,0,,,,,0,0,0,1117,124922,15529,102000000,1
1,0,,,,,0,0,0,2040,218832,15539,225000000,1
10,0,,,,,0,0,0,1117,124922,15539,103000000,1
2,0,,,,,0,0,0,1899,212990,15539,218000000,1
3,0,,,,,0,0,0,1059,117632,15539,205000000,1
9,0,,,,,0,0,0,1025,112086,15539,122000000,1
7,0,,,,,0,0,0,1142,129834,15539,152000000,1
5,0,,,,,0,0,0,1138,129502,15539,180000000,1
1,0,,,,,0,0,0,2040,218832,15549,228000000,1
3,0,,,,,0,0,0,1059,117632,15549,208000000,1
2,0,,,,,0,0,0,1899,212990,15549,221000000,1
9,0,,,,,0,0,0,1025,112086,15549,125000000,1
5,0,,,,,0,0,0,1138,129502,15549,184000000,1
7,0,,,,,0,0,0,1142,129834,15549,155000000,1
10,0,,,,,0,0,0,1117,124922,15549,110000000,1
1,0,,,,,0,0,0,2040,218832,15559,234000000,1
3,0,,,,,0,0,0,1059,117632,15559,214000000,1
9,0,,,,,0,0,0,1025,112086,15559,130000000,1
2,0,,,,,0,0,0,1899,212990,15559,227000000,1
7,0,,,,,0,0,0,1142,129834,15559,161000000,1
5,0,,,,,0,0,0,1138,129502,15559,189000000,1
10,0,,,,,0,0,0,1117,124922,15559,116000000,1
10,0,,,,,0,0,0,1117,124922,15569,118000000,1
1,0,,,,,0,0,0,2040,218832,15569,239000000,1
2,0,,,,,0,0,0,1899,212990,15569,233000000,1
7,0,,,,,0,0,0,1142,129834,15569,166000000,1
3,0,,,,,0,0,0,1059,117632,15569,220000000,1
9,0,,,,,0,0,0,1025,112086,15569,136000000,1
5,0,,,,,0,0,0,1138,129502,15569,194000000,1
1,0,,,,,0,0,0,2040,218832,15579,245000000,1
2,0,,,,,0,0,0,1899,212990,15579,237000000,1
3,0,,,,,0,0,0,1059,117632,15579,224000000,1
5,0,,,,,0,0,0,1138,129502,15579,200000000,1
9,0,,,,,0,0,0,1025,112086,15579,141000000,1
7,0,,,,,0,0,0,1142,129834,15579,171000000,1
10,0,,,,,0,0,0,1117,124922,15579,128000000,1
1,0,,,,,0,0,0,2040,218832,15589,252000000,1
3,0,,,,,0,0,0,1059,117632,15589,232000000,1
9,0,,,,,0,0,0,1025,112086,15589,148000000,1
2,0,,,,,0,0,0,1899,212990,15589,244000000,1
7,0,,,,,0,0,0,1142,129834,15589,178000000,1
5,0,,,,,0,0,0,1138,129502,15589,206000000,1
10,0,,,,,0,0,0,1117,124922,15589,132000000,1
10,0,,,,,0,0,0,1117,124922,15599,137000000,1
1,0,,,,,0,0,0,2040,218832,15599,259000000,1
9,0,,,,,0,0,0,1025,112086,15599,155000000,1
7,0,,,,,0,0,0,1142,129834,15599,185000000,1
3,0,,,,,0,0,0,1059,117632,15599,239000000,1
2,0,,,,,0,0,0,1899,212990,15599,252000000,1
5,0,,,,,0,0,0,1138,129502,15599,213000000,1
10,0,,,,,0,0,0,1117,124922,15609,143000000,1
3,0,,,,,0,0,0,1059,117632,15609,246000000,1
1,0,,,,,0,0,0,2040,218832,15609,267000000,1
2,0,,,,,0,0,0,1899,212990,15609,259000000,1
9,0,,,,,0,0,0,1025,112086,15609,162000000,1
7,0,,,,,0,0,0,1142,129834,15609,192000000,1
5,0,,,,,0,0,0,1138,129502,15609,220000000,1
10,0,,,,,0,0,0,1117,124922,15619,149000000,1
1,0,,,,,0,0,0,2040,218832,15619,272000000,1
3,0,,,,,0,0,0,1059,117632,15619,252000000,1
5,0,,,,,0,0,0,1138,129502,15619,227000000,1
9,0,,,,,0,0,0,1025,112086,15619,168000000,1
2,0,,,,,0,0,0,1899,212990,15619,265000000,1
7,0,,,,,0,0,0,1142,129834,15619,198000000,1
1,0,,,,,0,0,0,2040,218832,15629,276000000,1
3,0,,,,,0,0,0,1059,117632,15629,256000000,1
9,0,,,,,0,0,0,1025,112086,15629,172000000,1
7,0,,,,,0,0,0,1142,129834,15629,203000000,1
2,0,,,,,0,0,0,1899,212990,15629,269000000,1
5,0,,,,,0,0,0,1138,129502,15629,232000000,1
10,0,,,,,0,0,0,1117,124922,15629,159000000,1
1,0,,,,,0,0,0,2048,219392,15639,281000000,1
3,0,,,,,0,0,0,1063,117912,15639,261000000,1
10,0,,,,,0,0,0,1122,125272,15639,160000000,1
7,0,,,,,0,0,0,1147,130184,15639,209000000,1
2,0,,,,,0,0,0,1910,213760,15639,274000000,1
9,0,,,,,0,0,0,1029,112366,15639,179000000,1
5,0,,,,,0,0,0,1144,129922,15639,237000000,1
10,0,,,,,0,0,0,1122,125272,15649,165000000,1
9,0,,,,,0,0,0,1029,112366,15649,185000000,1
2,0,,,,,0,0,0,1910,213760,15649,282000000,1
3,0,,,,,0,0,0,1063,117912,15649,269000000,1
7,0,,,,,0,0,0,1147,130184,15649,216000000,1
1,0,,,,,0,0,0,2048,219392,15649,288000000,1
5,0,,,,,0,0,0,1144,129922,15649,245000000,1
1,0,,,,,0,0,0,2048,219392,15659,291000000,1
3,0,,,,,0,0,0,1063,117912,15659,272000000,1
10,0,,,,,0,0,0,1122,125272,15659,170000000,1
2,0,,,,,0,0,0,1910,213760,15659,284000000,1
5,0,,,,,0,0,0,1144,129922,15659,247000000,1
7,0,,,,,0,0,0,1147,130184,15659,219000000,1
9,0,,,,,0,0,0,1029,112366,15659,188000000,1
10,0,,,,,0,0,0,1122,125272,15669,176000000,1
9,0,,,,,0,0,0,1029,112366,15669,194000000,1
2,0,,,,,0,0,0,1910,213760,15669,291000000,1
1,0,,,,,0,0,0,2048,219392,15669,299000000,1
3,0,,,,,0,0,0,1063,117912,15669,280000000,1
7,0,,,,,0,0,0,1147,130184,15669,225000000,1
5,0,,,,,0,0,0,1144,129922,15669,253000000,1
10,0,,,,,0,0,0,1122,125272,15679,181000000,1
3,0,,,,,0,0,0,1063,117912,15679,284000000,1
9,0,,,,,0,0,0,1029,112366,15679,200000000,1
1,0,,,,,0,0,0,2048,219392,15679,305000000,1
2,0,,,,,0,0,0,1910,213760,15679,297000000,1
7,0,,,,,0,0,0,1147,130184,15679,230000000,1
5,0,,,,,0,0,0,1144,129922,15679,258000000,1
10,0,,,,,0,0,0,1122,125272,15689,186000000,1
3,0,,,,,0,0,0,1063,117912,15689,289000000,1
9,0,,,,,0,0,0,1029,112366,15689,205000000,1
7,0,,,,,0,0,0,1147,130184,15689,235000000,1
2,0,,,,,0,0,0,1910,213760,15689,302000000,1
1,0,,,,,0,0,0,2048,219392,15689,309000000,1
5,0,,,,,0,0,0,1144,129922,15689,263000000,1
10,0,,,,,0,0,0,1122,125272,15699,192000000,1
1,0,,,,,0,0,0,2048,219392,15699,313000000,1
3,0,,,,,0,0,0,1063,117912,15699,294000000,1
5,0,,,,,0,0,0,1144,129922,15699,268000000,1
9,0,,,,,0,0,0,1029,112366,15699,210000000,1
7,0,,,,,0,0,0,1147,130184,15699,240000000,1
2,0,,,,,0,0,0,1910,213760,15699,306000000,1
1,0,,,,,0,0,0,2048,219392,15709,317000000,1
3,0,,,,,0,0,0,1063,117912,15709,298000000,1
2,0,,,,,0,0,0,1910,213760,15709,310000000,1
10,0,,,,,0,0,0,1122,125272,15709,196000000,1
7,0,,,,,0,0,0,1147,130184,15709,244000000,1
5,0,,,,,0,0,0,1144,129922,15709,272000000,1
9,0,,,,,0,0,0,1029,112366,15709,214000000,1
1,0,,,,,0,0,0,2048,219392,15719,323000000,1
10,0,,,,,0,0,0,1122,125272,15719,202000000,1
2,0,,,,,0,0,0,1910,213760,15719,316000000,1
7,0,,,,,0,0,0,1147,130184,15719,250000000,1
3,0,,,,,0,0,0,1063,117912,15719,303000000,1
9,0,,,,,0,0,0,1029,112366,15719,220000000,1
5,0,,,,,0,0,0,1144,129922,15719,278000000,1
1,0,,,,,0,0,0,2048,219392,15729,327000000,1
2,0,,,,,0,0,0,1910,213760,15729,319000000,1
7,0,,,,,0,0,0,1147,130184,15729,253000000,1
5,0,,,,,0,0,0,1144,129922,15729,282000000,1
9,0,,,,,0,0,0,1029,112366,15729,226000000,1
10,0,,,,,0,0,0,1122,125272,15729,209000000,1
3,0,,,,,0,0,0,1063,117912,15729,311000000,1
1,0,,,,,0,0,0,2048,219392,15739,331000000,1
10,0,,,,,0,0,0,1122,125272,15739,210000000,1
3,0,,,,,0,0,0,1063,117912,15739,312000000,1
2,0,,,,,0,0,0,1910,213760,15739,324000000,1
9,0,,,,,0,0,0,1029,112366,15739,228000000,1
7,0,,,,,0,0,0,1147,130184,15739,259000000,1
5,0,,,,,0,0,0,1144,129922,15739,288000000,1
1,0,,,,,0,0,0,2048,219392,15749,340000000,1
3,0,,,,,0,0,0,1063,117912,15749,320000000,1
2,0,,,,,0,0,0,1910,213760,15749,332000000,1
9,0,,,,,0,0,0,1029,112366,15749,236000000,1
10,0,,,,,0,0,0,1122,125272,15749,222000000,1
5,0,,,,,0,0,0,1144,129922,15749,295000000,1
7,0,,,,,0,0,0,1147,130184,15749,267000000,1
3,0,,,,,0,0,0,1063,117912,15759,325000000,1
2,0,,,,,0,0,0,1910,213760,15759,338000000,1
1,0,,,,,0,0,0,2048,219392,15759,345000000,1
5,0,,,,,0,0,0,1144,129922,15759,301000000,1
10,0,,,,,0,0,0,1122,125272,15759,227000000,1
9,0,,,,,0,0,0,1029,112366,15759,242000000,1
7,0,,,,,0,0,0,1147,130184,15759,272000000,1
1,0,,,,,0,0,0,2049,219462,15769,349000000,1
3,0,,,,,0,0,0,1064,117982,15769,330000000,1
10,0,,,,,0,0,0,1123,125342,15769,228000000,1
9,0,,,,,0,0,0,1029,112366,15769,246000000,1
7,0,,,,,0,0,0,1147,130184,15769,277000000,1
2,0,,,,,0,0,0,1913,213970,15769,342000000,1
5,0,,,,,0,0,0,1145,129992,15769,305000000,1
1,0,,,,,0,0,0,2049,219462,15779,351000000,1
3,0,,,,,0,0,0,1064,117982,15779,332000000,1
10,0,,,,,0,0,0,1123,125342,15779,230000000,1
9,0,,,,,0,0,0,1029,112366,15779,249000000,1
2,0,,,,,0,0,0,1913,213970,15779,345000000,1
7,0,,,,,0,0,0,1147,130184,15779,279000000,1
5,0,,,,,0,0,0,1145,129992,15779,308000000,1
1,0,,,,,0,0,0,2049,219462,15789,356000000,1
3,0,,,,,0,0,0,1064,117982,15789,337000000,1
2,0,,,,,0,0,0,1913,213970,15789,350000000,1
10,0,,,,,0,0,0,1123,125342,15789,235000000,1
5,0,,,,,0,0,0,1145,129992,15789,311000000,1
7,0,,,,,0,0,0,1147,130184,15789,283000000,1
9,0,,,,,0,0,0,1029,112366,15789,253000000,1
1,0,,,,,0,0,0,2049,219462,15799,362000000,1
9,0,,,,,0,0,0,1029,112366,15799,258000000,1
7,0,,,,,0,0,0,1147,130184,15799,288000000,1
2,0,,,,,0,0,0,1913,213970,15799,354000000,1
5,0,,,,,0,0,0,1145,129992,15799,317000000,1
10,0,,,,,0,0,0,1123,125342,15799,244000000,1
3,0,,,,,0,0,0,1064,117982,15799,346000000,1
1,0,,,,,0,0,0,2049,219462,15809,368000000,1
10,0,,,,,0,0,0,1123,125342,15809,247000000,1
3,0,,,,,0,0,0,1064,117982,15809,348000000,1
5,0,,,,,0,0,0,1145,129992,15809,325000000,1
9,0,,,,,0,0,0,1029,112366,15809,265000000,1
2,0,,,,,0,0,0,1913,213970,15809,361000000,1
7,0,,,,,0,0,0,1147,130184,15809,296000000,1
1,0,,,,,0,0,0,2049,219462,15819,374000000,1
10,0,,,,,0,0,0,1123,125342,15819,253000000,1
2,0,,,,,0,0,0,1913,213970,15819,367000000,1
3,0,,,,,0,0,0,1064,117982,15819,354000000,1
9,0,,,,,0,0,0,1029,112366,15819,271000000,1
7,0,,,,,0,0,0,1147,130184,15819,301000000,1
5,0,,,,,0,0,0,1145,129992,15819,329000000,1
3,0,,,,,0,0,0,1064,117982,15829,359000000,1
1,0,,,,,0,0,0,2049,219462,15829,379000000,1
2,0,,,,,0,0,0,1913,213970,15829,372000000,1
5,0,,,,,0,0,0,1145,129992,15829,335000000,1
7,0,,,,,0,0,0,1147,130184,15829,306000000,1
9,0,,,,,0,0,0,1029,112366,15829,276000000,1
10,0,,,,,0,0,0,1123,125342,15829,261000000,1
1,0,,,,,0,0,0,2049,219462,15839,386000000,1
3,0,,,,,0,0,0,1064,117982,15839,366000000,1
2,0,,,,,0,0,0,1913,213970,15839,379000000,1
7,0,,,,,0,0,0,1147,130184,15839,313000000,1
9,0,,,,,0,0,0,1029,112366,15839,283000000,1
5,0,,,,,0,0,0,1145,129992,15839,341000000,1
10,0,,,,,0,0,0,1123,125342,15839,268000000,1
3,0,,,,,0,0,0,1064,117982,15849,372000000,1
1,0,,,,,0,0,0,2049,219462,15849,392000000,1
7,0,,,,,0,0,0,1147,130184,15849,319000000,1
5,0,,,,,0,0,0,1145,129992,15849,347000000,1
9,0,,,,,0,0,0,1029,112366,15849,288000000,1
2,0,,,,,0,0,0,1913,213970,15849,384000000,1
10,0,,,,,0,0,0,1123,125342,15849,273000000,1
1,0,,,,,0,0,0,2049,219462,15859,398000000,1
3,0,,,,,0,0,0,1064,117982,15859,379000000,1
2,0,,,,,0,0,0,1913,213970,15859,392000000,1
5,0,,,,,0,0,0,1145,129992,15859,353000000,1
7,0,,,,,0,0,0,1147,130184,15859,325000000,1
9,0,,,,,0,0,0,1029,112366,15859,295000000,1
10,0,,,,,0,0,0,1123,125342,15859,279000000,1
3,0,,,,,0,0,0,1064,117982,15869,383000000,1
1,0,,,,,0,0,0,2049,219462,15869,403000000,1
9,0,,,,,0,0,0,1029,112366,15869,299000000,1
5,0,,,,,0,0,0,1145,129992,15869,359000000,1
10,0,,,,,0,0,0,1123,125342,15869,285000000,1
2,0,,,,,0,0,0,1913,213970,15869,395000000,1
7,0,,,,,0,0,0,1147,130184,15869,330000000,1
2,0,,,,,0,0,0,1913,213970,15879,401000000,1
1,0,,,,,0,0,0,2049,219462,15879,409000000,1
9,0,,,,,0,0,0,1029,112366,15879,305000000,1
3,0,,,,,0,0,0,1064,117982,15879,389000000,1
5,0,,,,,0,0,0,1145,129992,15879,364000000,1
7,0,,,,,0,0,0,1147,130184,15879,336000000,1
10,0,,,,,0,0,0,1123,125342,15879,291000000,1
1,0,,,,,0,0,0,2049,219462,15889,414000000,1
10,0,,,,,0,0,0,1123,125342,15889,293000000,1
3,0,,,,,0,0,0,1064,117982,15889,395000000,1
2,0,,,,,0,0,0,1913,213970,15889,407000000,1
9,0,,,,,0,0,0,1029,112366,15889,311000000,1
7,0,,,,,0,0,0,1147,130184,15889,342000000,1
5,0,,,,,0,0,0,1145,129992,15889,371000000,1
1,0,,,,,0,0,0,2051,219602,15899,417000000,1
10,0,,,,,0,0,0,1124,125412,15899,296000000,1
3,0,,,,,0,0,0,1065,118052,15899,397000000,1
7,0,,,,,0,0,0,1148,130254,15899,345000000,1
5,0,,,,,0,0,0,1146,130062,15899,373000000,1
2,0,,,,,0,0,0,1915,214110,15899,410000000,1
9,0,,,,,0,0,0,1030,112436,15899,314000000,1
2,0,,,,,0,0,0,1915,214110,15909,414000000,1
5,0,,,,,0,0,0,1146,130062,15909,376000000,1
9,0,,,,,0,0,0,1030,112436,15909,320000000,1
7,0,,,,,0,0,0,1148,130254,15909,350000000,1
3,0,,,,,0,0,0,1065,118052,15909,405000000,1
10,0,,,,,0,0,0,1124,125412,15909,303000000,1
1,0,,,,,0,0,0,2051,219602,15909,425000000,1
1,0,,,,,0,0,0,2051,219602,15919,427000000,1
10,0,,,,,0,0,0,1124,125412,15919,306000000,1
3,0,,,,,0,0,0,1065,118052,15919,407000000,1
9,0,,,,,0,0,0,1030,112436,15919,324000000,1
7,0,,,,,0,0,0,1148,130254,15919,355000000,1
2,0,,,,,0,0,0,1915,214110,15919,420000000,1
5,0,,,,,0,0,0,1146,130062,15919,383000000,1
1,0,,,,,0,0,0,2051,219602,15929,431000000,1
10,0,,,,,0,0,0,1124,125412,15929,310000000,1
2,0,,,,,0,0,0,1915,214110,15929,424000000,1
9,0,,,,,0,0,0,1030,112436,15929,328000000,1
5,0,,,,,0,0,0,1146,130062,15929,387000000,1
7,0,,,,,0,0,0,1148,130254,15929,359000000,1
3,0,,,,,0,0,0,1065,118052,15929,412000000,1
1,0,,,,,0,0,0,2051,219602,15939,435000000,1
3,0,,,,,0,0,0,1065,118052,15939,415000000,1
10,0,,,,,0,0,0,1124,125412,15939,314000000,1
2,0,,,,,0,0,0,1915,214110,15939,428000000,1
9,0,,,,,0,0,0,1030,112436,15939,332000000,1
5,0,,,,,0,0,0,1146,130062,15939,391000000,1
7,0,,,,,0,0,0,1148,130254,15939,363000000,1
1,0,,,,,0,0,0,2051,219602,15949,440000000,1
10,0,,,,,0,0,0,1124,125412,15949,318000000,1
7,0,,,,,0,0,0,1148,130254,15949,367000000,1
9,0,,,,,0,0,0,1030,112436,15949,337000000,1
2,0,,,,,0,0,0,1915,214110,15949,433000000,1
5,0,,,,,0,0,0,1146,130062,15949,395000000,1
3,0,,,,,0,0,0,1065,118052,15949,420000000,1
1,0,,,,,0,0,0,2051,219602,15959,442000000,1
3,0,,,,,0,0,0,1065,118052,15959,422000000,1
2,0,,,,,0,0,0,1915,214110,15959,435000000,1
9,0,,,,,0,0,0,1030,112436,15959,339000000,1
7,0,,,,,0,0,0,1148,130254,15959,369000000,1
5,0,,,,,0,0,0,1146,130062,15959,398000000,1
10,0,,,,,0,0,0,1124,125412,15959,324000000,1
1,0,,,,,0,0,0,2051,219602,15969,447000000,1
10,0,,,,,0,0,0,1124,125412,15969,325000000,1
9,0,,,,,0,0,0,1030,112436,15969,344000000,1
3,0,,,,,0,0,0,1065,118052,15969,427000000,1
2,0,,,,,0,0,0,1915,214110,15969,440000000,1
7,0,,,,,0,0,0,1148,130254,15969,374000000,1
5,0,,,,,0,0,0,1146,130062,15969,403000000,1
1,0,,,,,0,0,0,2051,219602,15979,452000000,1
3,0,,,,,0,0,0,1065,118052,15979,432000000,1
10,0,,,,,0,0,0,1124,125412,15979,331000000,1
9,0,,,,,0,0,0,1030,112436,15979,349000000,1
7,0,,,,,0,0,0,1148,130254,15979,379000000,1
2,0,,,,,0,0,0,1915,214110,15979,445000000,1
5,0,,,,,0,0,0,1146,130062,15979,407000000,1
1,0,,,,,0,0,0,2051,219602,15989,457000000,1
10,0,,,,,0,0,0,1124,125412,15989,336000000,1
3,0,,,,,0,0,0,1065,118052,15989,438000000,1
9,0,,,,,0,0,0,1030,112436,15989,354000000,1
7,0,,,,,0,0,0,1148,130254,15989,384000000,1
2,0,,,,,0,0,0,1915,214110,15989,451000000,1
5,0,,,,,0,0,0,1146,130062,15989,412000000,1
1,0,,,,,0,0,0,2051,219602,15999,463000000,1
2,0,,,,,0,0,0,1915,214110,15999,456000000,1
9,0,,,,,0,0,0,1030,112436,15999,360000000,1
10,0,,,,,0,0,0,1124,125412,15999,341000000,1
3,0,,,,,0,0,0,1065,118052,15999,443000000,1
5,0,,,,,0,0,0,1146,130062,15999,419000000,1
7,0,,,,,0,0,0,1148,130254,15999,390000000,1
1,0,,,,,0,0,0,2051,219602,16009,469000000,1
10,0,,,,,0,0,0,1124,125412,16009,348000000,1
9,0,,,,,0,0,0,1030,112436,16009,366000000,1
7,0,,,,,0,0,0,1148,130254,16009,397000000,1
3,0,,,,,0,0,0,1065,118052,16009,450000000,1
2,0,,,,,0,0,0,1915,214110,16009,463000000,1
5,0,,,,,0,0,0,1146,130062,16009,426000000,1
1,0,,,,,0,0,0,2051,219602,16019,474000000,1
10,0,,,,,0,0,0,1124,125412,16019,353000000,1
7,0,,,,,0,0,0,1148,130254,16019,401000000,1
9,0,,,,,0,0,0,1030,112436,16019,370000000,1
2,0,,,,,0,0,0,1915,214110,16019,466000000,1
5,0,,,,,0,0,0,1146,130062,16019,429000000,1
3,0,,,,,0,0,0,1065,118052,16019,456000000,1
